08p6u,8/8/5k1p/2pBpbp1/2P5/1P3KP1/7P/8 w - - 0 34,d5e4 g5g4 f3e3 f5e4 e3e4 f6e6 e4d3 e6f5,2307,81,89,268,bishopEndgame crushing defensiveMove endgame veryLong zugzwang,https://lichess.org/9duL6Fvb#67,
08s4P,8/8/8/p7/1pPkp1p1/1P4P1/P2K4/8 b - - 1 51,e4e3 d2e2 d4e4 c4c5 e4d5 e2e3,1081,77,93,885,crushing defensiveMove endgame long master pawnEndgame quietMove zugzwang,https://lichess.org/KyuVxX1a/black#102,
09FJw,8/8/1p1p4/2pP1k2/P1P1p1p1/1P1K2P1/8/8 w - - 0 49,d3e3 f5e5 b3b4 c5b4,1195,107,67,33,crushing endgame master pawnEndgame short zugzwang,https://lichess.org/RRh6E1iF#97,
09G7d,8/6p1/3k1p1p/5p1P/8/4P1P1/5PK1/8 b - - 0 43,d6e5 g2f3 e5d5 f3f4 d5e6 f2f3 e6f7 f4f5,2143,75,95,3775,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/azf2bPy0/black#86,
09JBz,8/1p5p/p1p3p1/P2kP3/1K1P3P/8/6P1/8 b - - 2 47,h7h5 g2g3 c6c5 d4c5,2125,79,85,73,crushing endgame pawnEndgame quietMove short zugzwang,https://lichess.org/Q11ClwQx/black#94,
09JmS,8/7p/5p2/1p5P/1Pp2Pk1/2P1K3/8/8 w - - 1 37,e3e4 f6f5 e4e5 h7h6 e5f6 g4f4,1713,75,84,493,crushing endgame long master pawnEndgame quietMove zugzwang,https://lichess.org/7NLfXMll#73,
09JvN,8/p1p3p1/1kp2p2/6p1/2PK2P1/1P1P4/5P2/8 b - - 2 36,c6c5 d4d5 g7g6 d5e6 b6a5 e6f6,1576,76,96,4602,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/VdyqtGGI/black#72,
09Mof,8/7p/1p6/p7/P5Pp/1P5P/k1K5/8 b - - 0 44,h7h6 c2c3 a2a3 c3c4,1166,77,97,1763,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/7wfPApSr/black#88,
09VB6,8/6p1/2p5/2Pk1p1p/1P1p1P2/3K2P1/7P/8 w - - 0 37,h2h4 g7g6 b4b5 c6b5,1477,77,86,446,crushing endgame pawnEndgame quietMove short zugzwang,https://lichess.org/UxwlHOsl#73,
09XV4,8/8/8/5p2/6p1/6P1/4KP2/6k1 w - - 7 56,e2e3 g1f1 f2f3 f1g2 f3g4 f5g4 e3f4 g2h3,2177,82,86,303,crushing endgame pawnEndgame veryLong zugzwang,https://lichess.org/4jfLPt3K#111,
