00LdT,r5k1/pbp2ppp/6q1/2pp4/3B3r/2P1R1P1/PP2QP1P/R5K1 b - - 1 20,c5d4 e3e8 a8e8 e2e8,574,89,89,145,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/MH7zaBHa/black#40,
00MFe,3r3k/p5pp/2r2q2/2p4Q/8/8/P5PP/3R1R1K b - - 5 29,d8d1 h5e8 f6f8 e8f8,1251,75,92,1885,endgame mate mateIn2 short,https://lichess.org/d1J7UJ4D/black#58,
00MGA,r3r1k1/6b1/p2Nn2p/1P1Qp3/6nq/2P5/1PB2PP1/R1B1R1K1 w - - 1 30,g2g3 h4h2 g1f1 h2f2,1036,78,91,839,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/dsGjft94#59,
00MIY,6k1/3R3p/1p5q/3P4/3QP1pN/6P1/PPr3B1/5rK1 w - - 0 25,g1f1 h6c1 d4d1 c1d1,1539,86,79,41,endgame mate mateIn2 short,https://lichess.org/SHHHsXB9#49,
00MS3,rn1qr1k1/1p2bppp/2p2B2/p2p4/3P4/2N2N2/PPP1QPPP/2KRR3 b - - 0 12,e7f6 e2e8 d8e8 e1e8,824,83,83,122,backRankMate mate mateIn2 middlegame short,https://lichess.org/Eia6KIcR/black#24,French_Defense French_Defense_Exchange_Variation
00NOI,3r4/2k2p1p/pp2pp2/2p5/3nN3/6P1/PPP2PRP/2K5 w - - 2 23,e4f6 d4e2 c1b1 d8d1,966,89,60,33,backRankMate endgame mate mateIn2 short,https://lichess.org/Z7mmtXNG#45,
00NUc,6k1/6pp/1PP5/4b3/3p4/Br5P/4prP1/R5RK w - - 1 30,c6c7 b3h3 g2h3 f2h2,1650,122,81,50,endgame mate mateIn2 sacrifice short,https://lichess.org/8FRZVN6d#59,
00OOp,5rk1/1bR3q1/pQ6/8/6r1/4R2P/P7/6K1 w - - 0 28,h3g4 g7g4 e3g3 g4g3,1053,91,86,81,endgame mate mateIn2 short,https://lichess.org/N1WcEYJH#55,
00P6j,r2n2k1/1bRq1rpp/1p6/3P4/p3Q3/B3P3/PP3PPP/3R2K1 b - - 0 20,d7c7 e4e8 f7f8 e8f8,1352,75,84,536,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vBpR18cI/black#40,
00PvX,8/n7/P7/3k4/PK6/7P/5PP1/8 w - - 0 53,b4a5 d5c5 f2f3 a7c6,1631,76,83,231,endgame knightEndgame mate mateIn2 short,https://lichess.org/tH6dRFcZ#105,
00QZ3,r1bq3r/ppppnkpp/2n5/b5N1/4P3/B1P5/P4PPP/RN1QK2R b KQ - 1 9,f7f8 d1f3 f8e8 f3f7,1194,78,91,1405,mate mateIn2 opening short,https://lichess.org/PiCJ1gmH/black#18,Scotch_Game Scotch_Game_Scotch_Gambit
00RYH,1k5r/ppp1R2p/3r1p2/5Q2/3p4/2qP4/2P2PPP/2K1R3 b - - 5 26,d6a6 e7e8 h8e8 e1e8,1031,81,89,112,backRankMate endgame mate mateIn2 short,https://lichess.org/qGI2u50w/black#52,
00Ru6,3r1r2/p5kp/1p4pP/2p5/2PbBQ2/2q5/P1P1K3/5R2 b - - 0 34,g7h8 f4f8 d8f8 f1f8,938,82,80,68,mate mateIn2 middlegame short,https://lichess.org/SA1K2pZD/black#68,
00SLR,rnbqk1nr/ppppbppp/4p3/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,g2g4 e7h4 f3h4 d8h4,784,86,92,284,mate mateIn2 opening short,https://lichess.org/jqepvLa0#5,Bird_Opening Bird_Opening_Other_variations
00Sz9,1r4k1/p4ppp/4p3/p5n1/4P3/1P1N1PPq/QB3b1P/R5K1 w - - 0 30,d3f2 g5f3 g1h1 h3h2,954,80,96,502,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mJ2prRw1#59,
00TRo,5q1k/2r3p1/1p2p2b/3p2NQ/3P4/1p6/5R2/6K1 b - - 1 38,f8b4 h5e8 b4f8 f2f8,1559,75,99,1247,endgame mate mateIn2 short,https://lichess.org/h4dPcMj5/black#76,
00TU2,1k1r4/1p3Qp1/p2q3p/3N4/1b6/8/PP3PPP/2R3K1 w - - 4 22,d5b4 d6d1 c1d1 d8d1,608,91,98,835,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/p32396Rd#43,
00V0G,8/6P1/5k1K/8/8/3p4/PR6/6r1 w - - 1 49,b2d2 g1h1 d2h2 h1h2,1264,75,90,626,endgame mate mateIn2 rookEndgame short,https://lichess.org/UYjzL2st#97,
00VC1,1k2r3/p2r1R2/2Q5/1p5p/P1P3p1/8/6PP/7K w - - 2 44,c6d7 e8e1 f7f1 e1f1,400,115,94,461,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/EjJXrCqs#87,
